,SKU,order_number,order_date,date_received,provider,brand,product_name,units_ordered,orders_received
5137,PupCH3083,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,Dog Chow Lata Trozos de Carne 374g,0,6
5138,PupCH467,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Cordero Lata - 374, g",24,24
5139,PupCH468,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Pollo - 368, g",6,6
5140,PupCH684,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Cachorros Razas Pequeñas Carne Con Leche y Arroz - 100, g",6,0
5141,PupCH686,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Pavo - 100, g",24,0
5142,PupCH687,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Razas Pequeñas Salmón - 100, g",14,0
5143,PupCH688,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Pollo y Carne - 100, g",24,24
5144,PupCH690,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Dog Chow,"Alimento Húmedo Adultos Cordero - 100, g",12,12
5145,PugFX6105,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pollo - 85 g - Unidad,24,12
5146,PugFX6106,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Salmón - 85 g - Unidad,12,6
5147,PugFX6109,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pescado Blanco - 85 g - Unidad,24,12
5148,PugFX6110,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Atún - 85 g - Unidad,12,6
5149,PugFX6114,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pavo - 85 g - Unidad,12,6
5150,PugFXP2125,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pavo - 85 g - 6Pack,1,1
5151,PugFXP2126,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Atún - 85 g - 6Pack,1,1
5152,PugFXP2127,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pescado Blanco - 85 g - 6Pack,2,2
5153,PugFXP2128,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Salmón - 85 g - 6Pack,1,1
5154,PugFXP2129,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Felix,Alimento Húmedo Pollo - 85 g - 6Pack,2,2
5155,PupPP1406,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Adulto Raza Mediana - 13, kg",5,5
5156,PupPP1407,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Cachorro Raza Mediana - 13, kg",5,5
5157,PupPP1408,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Reduced Calorie - 13, kg",3,3
5158,PupPP1411,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Adulto Razas Grandes - 13, kg",3,3
5159,PupPP2188,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Cachorro Raza Mediana - 3, kg",3,2
5160,PupPP3428,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Mind 7+ Razas Medianas y Grandes - 3, kg",2,2
5161,PupPP3429,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Active Mind Adulto 7+ Raza Pequeñas - 3, kg",3,3
5162,PupPP3438,04-029,2023-03-20 00:00:00,2023-03-22,Purina,Pro Plan,"Pro Plan Adulto Razas Pequeñas - 3.5, kg",2,2
5163,BrpBV11611,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Bravecto,"250 Mg 4,5­-10 Kg - 250, mg",10,13
5164,BrpBV11614,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Bravecto,"1400 Mg 40-­56 Kg - 1400, mg",5,7
5165,NugNP3082,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,NutraPro,"K9 Felino - 1, sobre",30,30
5166,ScgSD31498,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"i/d® Feline - 1.81, kg",4,4
5167,ScgSD31500,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"k/d Feline - 1.81, kg",2,2
5168,ScgSD31501,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"r/d® Feline - 1.81, kg",3,5
5169,ScgSD31578,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Chicken - 1.81, kg",2,0
5170,ScgSD31579,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Chicken - 3.18, kg",4,0
5171,ScgSD31591,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Senior Vitality 7+ Felino - 1.36, kg",3,3
5172,ScgSD41497,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Feline I/D - 156, g",24,0
5173,ScgSDd2198,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Sensitive Stomach And Skin  Felino - 1.58, kg",2,2
5174,Scgsm2138,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"z/d® Feline - 1.81, g",4,0
5175,ScpSD11441,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"c/d® Multicare Canine - 12.5, kg",2,2
5176,ScpSD21457,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"i/d® Canine - 7.98, kg",0,4
5177,ScpSD21467,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"l/d® Canine - 7.98, kg",4,0
5178,ScpSD21485,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Metabolic+Mobility Canine - 10.88, kg",2,2
5179,ScpSD21528,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Small Bites Chicken And Barley - 6.8, kg",2,2
5180,ScpSD21531,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adulto Chicken And Barley - 6.8, kg",2,0
5181,ScpSD21555,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Senior 7+ Small Bites Chicken Meal, Barley & Rice - 6.8, kg",2,2
5182,ScpSD2229,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult 7+ Youthful Vitality Small And Mini - 1.58, kg",1,1
5183,ScpSD2821,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adulto Chicken And Barley - 3, kg",0,4
5184,ScpSD3080,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Sensitive Stomach & Skin Canino - 13.6, kg",2,1
5185,ScpSD3081,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Adult Light Small Bites - 6.8, kg",3,2
5186,ScpSD31453,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"Canine I/D Low Fat - 3.85, kg",3,3
5187,ScpSD31470,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"r/d® Canine - 3.85, kg",2,2
5188,ScpSD31478,06-037,2023-03-20 00:00:00,2023-03-22,Vetim,Hills,"w/d® Canine - 3.85, kg",4,4
5189,RupRW2706,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - M,2,2
5190,RudRW3097,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - S,2,2
5191,RudRW3096,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - L,2,2
5192,RupRW2707,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - L,2,1
5193,RupRW2715,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Double Track™ (Correa Doble) - Granito Gris,2,2
5194,RupRW2746,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Front Range Collar Blue Moon - Large,1,1
5195,RupRW2745,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Front Range Collar Blue Moon - Medium,1,1
5196,RupRW2722,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Front Range Collar Hibiscus Pink - Medium,1,1
5197,RupRW2723,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Front Range Collar Red Sumac - Large,1,1
5198,RupRW2729,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Arnés Front Range Hibiscus Pink - Medium,1,1
5199,RupRW2734,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Correa Front Range Blue Moon - Blue Moon,1,1
5200,RupRW2733,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Correa Front Range Hibiscus Pink - Hibiscus Pink,1,1
5201,RupRW2760,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - M,2,2
5202,ZodZN3098,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Zooneee,Cooling Mat + Collar,3,3
5203,RupRW2719,45-004,2023-03-21 00:00:00,2023-03-23,Animal Friend,Ruffwear,Front Range Collar Red Sumac - Small,1,0
5204,HodMe2168,32-003,2023-03-12 00:00:00,2023-03-23,Monteco,Holliday,"Epitelizante Ocular - 3.5, g",6,9
5205,HodMe2169,32-003,2023-03-12 00:00:00,2023-03-23,Monteco,Holliday,"FLURBIPROFENO OFTALDAY - 5, ml",6,9
5206,HodMe2173,32-003,2023-03-12 00:00:00,2023-03-23,Monteco,Holliday,"Total Full CG Perros y Gatos - 15, ml",6,9
5207,NapNPA2109,28-031,2023-03-20 00:00:00,2023-03-23,Natural Pets,Natural pets,Cerdo (BARF) - 1Kg - Unidad,20,20
5208,NapNPA2107,28-031,2023-03-20 00:00:00,2023-03-23,Natural Pets,Natural pets,Pollo (BARF) - 1Kg - Unidad,18,18
5209,NapNPA2108,28-031,2023-03-21 00:00:00,2023-03-23,Natural Pets,Natural pets,Ternera (BARF) - 1Kg - Unidad,10,10
5210,NapNPA2110,28-031,2023-03-22 00:00:00,2023-03-23,Natural Pets,Natural pets,Búfalo (BARF) - 1Kg - Unidad,4,4
5211,NapNPA2103,28-031,2023-03-23 00:00:00,2023-03-23,Natural Pets,Natural pets,Pollo (BARF) - 500 Grs - Unidad,20,20
5212,NapNPA2105,28-031,2023-03-24 00:00:00,2023-03-23,Natural Pets,Natural pets,Cerdo (BARF) - 500 Grs - Unidad,5,5
5213,NapNPT2353,28-031,2023-03-25 00:00:00,2023-03-23,Natural Pets,Natural pets,Patas de Pollo - 12 unidades,18,18
5214,NapNPA2104,28-031,2023-03-26 00:00:00,2023-03-23,Natural Pets,Natural pets,Ternera (BARF) - 500 Grs - Unidad,30,30
5215,NapNP2570,28-031,2023-03-27 00:00:00,2023-03-23,Natural Pets,Natural pets,Cordero (BARF) - 1Kg - Unidad,1,1
5216,NagNP2190,28-031,2023-03-28 00:00:00,2023-03-23,Natural Pets,Natural pets,Pescado (BARF) para Gato- 500 Grs - Unidad,0,0
5217,NapNP2568,28-031,2023-03-29 00:00:00,2023-03-23,Natural Pets,Natural pets,Cordero (BARF) - 500 Grs - Unidad,14,14
5218,NapNP3043,28-031,2023-03-30 00:00:00,2023-03-23,Natural Pets,Natural pets,Caballo (BARF) - 1Kg - Unidad,3,3
5219,NapNPA2117,28-031,2023-03-31 00:00:00,2023-03-23,Natural Pets,Natural pets,Cerdo (BARF) - 1Kg - 6Pack,5,5
5220,NapNPA2115,28-031,2023-04-01 00:00:00,2023-03-23,Natural Pets,Natural pets,Pollo (BARF) - 1Kg - 6Pack,7,7
5221,NapNPA2111,28-031,2023-04-02 00:00:00,2023-03-23,Natural Pets,Natural pets,Pollo (BARF) - 500 Grs - 5Pack,10,10
5222,NapNPA2113,28-031,2023-04-03 00:00:00,2023-03-23,Natural Pets,Natural pets,Cerdo (BARF) - 500 Grs - 5Pack,2,2
5223,NapNPA2116,28-031,2023-04-04 00:00:00,2023-03-23,Natural Pets,Natural pets,Ternera (BARF) - 1Kg - 6Pack,10,10
5224,NapNPA2118,28-031,2023-04-05 00:00:00,2023-03-23,Natural Pets,Natural pets,Búfalo (BARF) - 1Kg - 6Pack,1,1
5225,NapNPA2112,28-031,2023-04-06 00:00:00,2023-03-23,Natural Pets,Natural pets,Ternera (BARF) - 500 Grs - 5Pack,14,14
5226,NapNP2571,28-031,2023-04-07 00:00:00,2023-03-23,Natural Pets,Natural pets,Cordero (BARF) - 1Kg - 6Pack,1,1
5227,NapNP3089,28-031,2023-04-08 00:00:00,2023-03-23,Natural Pets,Natural pets,Caballo (BARF) - 1Kg - 6Pack,2,2
5228,NapNP2569,28-031,2023-04-09 00:00:00,2023-03-23,Natural Pets,Natural pets,Cordero (BARF) - 500 Grs - 5Pack,1,1
5229,CaGCI2061,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Creamy - Atún,15,12
5230,CaGCI2062,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Creamy - Salmón,15,12
5231,CaGCI2063,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Creamy - Pollo,15,12
5232,EaPEG2057,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Splash Para Perros - Lavanda y Arándanos,5,5
5233,RopRC31386,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,"Mini Cachorros - 4, kg",2,2
5234,RopRC2699,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,"Mini Cachorros - 2, kg",2,2
5235,CagCI3103,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Easygroom,Pez Robótico Azul,2,2
5236,CagCI3104,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Royal Canin,Pez Robótico Rosado,2,2
5237,CagCI3105,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Royal Canin,Molde Para Lamer Pescado,3,3
5238,CagCI3106,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Treat Nibbly - Pollo,6,6
5239,CagCI3107,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Treat Nibbly - Pollo e Higado,6,6
5240,CagCI3108,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Treat Nibbly - Salmon,4,4
5241,CagCI3109,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Nuna Proteina de Insecto,3,3
5242,CagCI3110,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Nuna Proteina de Insecto y Pollo,3,3
5243,CagCI3111,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Catnip Spray 60ml,3,3
5244,CagCI3112,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Catnip 28g,9,9
5245,CagCI3113,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Catnip y Sirvervine 28g,9,9
5246,CagCI2596,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Molde Para Helados,3,3
5247,CagCI3102,22-011,2023-03-20 00:00:00,2023-03-23,Royal Canin,Cat It,Zacate Comestible Cat It,4,4
5248,NDpND3086,34-007,2023-03-22 00:00:00,2023-03-23,Vets & Pets,Vet Life,Granos Ancestrales Adulto Mediano,3,3
5249,VepVL22213,34-007,2023-03-22 00:00:00,2023-03-23,Vets & Pets,Vet Life,"Canine Hepatic - 2, kg",2,2
5250,NDgND3087,34-007,2023-03-22 00:00:00,2023-03-23,Vets & Pets,Vet Life,Granos Ancestrales Gato Adulto Castrado,3,3
5251,VipVC31326,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Dog Kidney Support - 3, kg",2,0
5252,VipVC21685,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Adult Neutered Dog Small & Toy - 7, kg",3,0
5253,VigVC31726,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"UROLOGY 2 - Salud urinaria - 1.5, kg",2,0
5254,VigVC3193,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Cat Urology Struvite Dissolution #1 - 1.5, kg",3,0
5255,-,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Dog Weight Loss And Diabetes #1 - 3, kg",2,0
5256,VipVC31328,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Dog Urology Dissolution & Prevention - 3, kg",2,2
5257,VipVB2019,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Aquadent - 250, ml",5,5
5258,VipVC31707,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Dermatology Support - 3, kg",2,5
5259,VigVC31727,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"UROLOGY 2 - Salud urinaria - 3, kg",1,1
5260,VipVC31322,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Dog Digestive Support - 3, kg",3,3
5261,VigMed2186,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Adult with Salmon Neutered And Entire Cat - 7, kg",1,1
5262,VigVC3188,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Junior Neutered Cat - 1.5, kg",2,2
5263,VIpVC3090,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,Adult Neutered Dog Large & Medium - 3kg,2,2
5264,VigVC3772,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Adult with Salmon Neutered And Entire Cat - 1.5, kg",3,3
5265,VIpVC3088,07-022,2023-03-17 00:00:00,2023-03-23,Virbac,Virbac,"Adult Large And Medium - 16, kg",2,2
5266,MoPMTA2014,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,Mantequilla de Mani para Perros,4,4
5267,MoPMT2263,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,"Mantequilla de Mani, Colágeno y Cúrcuma para Perros",4,4
5268,MoPMT2639,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,Mantequilla de Maní con CBD Para Perros,4,4
5269,MoPMTA2015,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,Mantequilla de Mani para Perros - 2 Unidades,4,4
5270,MoPMT2264,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,"Mantequilla de Mani, Colágeno y Cúrcuma para Perros - 2 Unidades",4,4
5271,MoPMT2640,26-006,2023-03-20 00:00:00,2023-03-24,En Paleta,Moka Treats,Mantequilla de Maní con CBD Para Perros - 2 Unidades,4,4
5272,DipDN2205,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Chicken And Rice (Todas las etapas) - 18.1, kg",2,0
5273,DipDi2185,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Puppy - 9.1, kg",2,0
5274,TapPR3151,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Prey Turkey (Pavo) - 4, kg",1,0
5275,TapPR1156,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Prey Trucha Dogs - 11.63, kg",2,0
5276,DipDN1160,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Skin And Coat Grain Free Salmon And Potato All Life Stages - 13.6, kg",8,7
5277,DipDN1161,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Beef And Rice Adult - 18.1, kg",3,3
5278,DipDN1178,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Large Breed Adult Lamb And Rice - 18.1, kg",2,2
5279,TagTW2207,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Canyon River (Trucha y Salmón Ahumado) - 6.4, kg",1,1
5280,DipDN2159,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Skin And Coat Grain Free Salmon And Potato All Life Stages - 6.8, kg",2,2
5281,TagTW3208,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 2.3, kg",4,1
5282,TapTW3132,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Sierra Mountain (Cordero Rostizado) - 2.3, kg",3,3
5283,DipDN1166,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Light Lamb And Rice - 13.6, kg",2,2
5284,TagTW2205,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Lowland Feline (Codorniz Asada y Pato Asado) - 6.4, kg",2,2
5285,TapTW1147,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Tow Ancient Stream (Salmón Ahumado) - 12.7, kg",2,2
5286,TapTW2119,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Pacific Stream (Salmón Ahumado) - 6.4, kg",2,2
5287,TagTW2209,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 6.4, kg",3,3
5288,TapTW2126,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"High Prairie (Bisonte Asado y Venado Asado) - 6.4, kg",2,2
5289,TapTW1131,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"High Prairie Puppy (Bisonte Asado y Venado Asado) - 12.7, kg",2,2
5290,DigDN3197,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Indoor (Pollo y Arroz) - 2.27, kg",2,2
5291,TagPR3158,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Prey Angus Cats (Carne de Res Angus) - 3, kg",3,3
5292,TapTW3129,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"High Prairie Puppy (Bisonte Asado y Venado Asado) - 2.3, kg",2,2
5293,TagTW3204,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Lowland Feline (Codorniz Asada y Pato Asado) - 2.3, kg",3,3
5294,TagTW3206,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Canyon River (Trucha y Salmón Ahumado) - 2.3, kg",2,2
5295,DigDN2198,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Indoor (Pollo y Arroz) - 8.16, kg",2,2
5296,TapTW2116,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Wetlands (Pato) - 6.4, kg",2,2
5297,TapTW2133,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Taste Of The Wild,"Sierra Mountain (Cordero Rostizado) - 6.4, kg",1,1
5298,DipDN3167,01-040,2023-03-20 00:00:00,2023-03-24,Yanyunis,Diamond,"Senior Dog - 2.27, kg",1,1
5299,DopDZ3116,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Knobby Medium,3,3
5300,DopDZ3117,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Squeaky Treat Bone Medium,3,3
5301,DopDZ3118,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Strong Chewer Bone,3,3
5302,DopDZ3119,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Knobby Bone Small,3,3
5303,DopDZ3120,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Rubber Bone Extra Large,3,3
5304,MupMN3121,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Dogzilla,Bola Tennis 2 unds,3,3
5305,FlpEA3141,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Flavorit,BB MESQUITE CHICKEN,3,3
5306,FlpEA3142,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Flavorit,BB PEANUT BUTTER DOG,3,3
5307,AngEA3143,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Animal Planet,JUGUETE PARA GATOS ANIMAL PLANET,3,3
5308,PegEA3144,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Pet Central,KETTY FREACK CAT TOY,3,3
5309,GrgEA3145,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Great Choice,PALA GREEAT CHOICE,5,5
5310,PegEA3146,49-001,2023-03-28 00:00:00,2023-03-28,EASA,Pet,JUGUETE P/GATO LXSB2,3,3
5311,TapTW1145,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Tow Ancient Prairie (Bisonte Asado y Venado Asado) - 12.7, kg",2,0
5312,TagTW3208,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 2.3, kg",3,0
5313,DipDi2185,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Diamond,"Puppy - 9.1, kg",2,0
5314,TagTW2207,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Canyon River (Trucha y Salmón Ahumado) - 6.4, kg",2,2
5315,TapTW1127,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"High Prairie (Bisonte Asado y Venado Asado) - 12.7, kg",2,2
5316,TagTW2205,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Lowland Feline (Codorniz Asada y Pato Asado) - 6.4, kg",2,2
5317,TapTW3125,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"High Prairie (Bisonte Asado y Venado Asado) - 2.3, kg",3,3
5318,TapPR2862,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,PREY,"Prey Angus Beef (Carne de Res Angus) - 11.3, kg",2,2
5319,TapPR3151,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Prey Turkey (Pavo) - 4, kg",1,1
5320,DipDN3167,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Diamond,"Senior Dog - 2.27, kg",2,2
5321,TapPR1156,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Taste Of The Wild,"Prey Trucha Dogs - 11.63, kg",1,1
5322,DipDc3195,01-041,2023-03-27 00:00:00,2023-03-28,Yanyunis,Diamond,"Weight Management (Control de Peso) - 3.6, kg",1,1
5323,RupRW2706,45-005,2023-03-28 00:00:00,2023-03-29,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - M,3,3
5324,RudRW3096,45-005,2023-03-28 00:00:00,2023-03-29,Animal Friend,Ruffwear,Swamp Cooler Neck Salmon Pink/Blue Mist - L,1,1
5325,BapBA1354,02-048,2023-03-28 00:00:00,2023-03-29,Belina,Balance,"Adulto Cordero y Arroz - 14.97, kg",4,4
5326,BapBA1355,02-048,2023-03-28 00:00:00,2023-03-29,Belina,Balance,"Puppy - 14.97, kg",2,2
5327,BapBA2350,02-048,2023-03-28 00:00:00,2023-03-29,Belina,Balance,"Adulto Cordero y Arroz - 9.07, kg",2,2
