Supplier,Pets,Category,Brand,SKU,Inital_Stock,Received,Shipped,Stock,Active,Paused,Reserved_Autoship_quantity,Autoship_stock_status
nan,,,nan,heUnAp100,0.0,0,0,0,0,0,0,
nan,,,nan,heBeLa101,0.0,0,0,0,0,0,0,
nan,,,nan,heBeLa102,0.0,0,0,0,0,0,0,
nan,,,nan,heAlDo103,0.0,40,11,29,4,0,4,Available
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC3816,0.0,13,10,3,2,0,2,Available
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC2815,0.0,21,19,2,2,0,2,Reserve Now
nan,,,nan,ZePZDA1832,5.0,0,3,2,0,0,0,
DogHood,dog and cat,Higiene,ZeeDog,ZepZD11833,5.0,11,13,3,1,0,1,Available
nan,,,nan,PePPE11831,3.0,18,20,1,0,0,0,
nan,,,nan,TopTC1726,0.0,0,0,0,0,0,0,
Full Pets,dog,Higiene,King Komb,KiKK11318,0.0,9,8,1,0,0,0,
Mundo Pet,dog,Food,Old Prince,OlpOPA1814,2.0,12,11,3,2,0,2,Available
TOBI,dog,Accessories,Tobibox,TopTB1820,0.0,0,0,0,0,0,0,
nan,,,nan,TopTB1821,0.0,0,0,0,0,0,0,
nan,,,nan,TopTB1822,0.0,0,0,0,0,0,0,
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC2775,1.0,4,3,2,0,0,0,
VETIM SA,dog,Food,Prescription Diet,ScpSD31454,-2.0,21,14,5,2,0,2,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD31455,0.0,44,32,12,5,0,5,Available
VETIM SA,dog,Food,Prescription Diet,ScpSD41436,21.0,110,110,21,0,1,1,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD41493,1.0,94,78,17,3,1,4,Available
VETIM SA,cat,Food,Prescription Diet,ScgSD41497,0.0,90,58,32,10,0,10,Available
nan,,,nan,BapBA1823,1.0,0,1,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1828,1.0,0,1,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1827,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1826,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1825,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1829,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBGA1830,0.0,0,0,0,0,0,0,
Virbac,cat,Food,Virbac,VigVC3188,0.0,5,3,2,1,0,1,Available
Virbac,cat,Food,Virbac,VigVC3189,0.0,7,3,4,0,0,0,
Virbac,cat,Food,Virbac,VigVC3190,0.0,4,3,1,0,1,1,Reserve Now
Virbac,cat,Food,Virbac,VigVC3194,0.0,6,4,2,1,0,1,Available
Virbac,cat,Food,Virbac,VigVC3195,0.0,12,11,1,1,0,1,Reserve Now
Virbac,cat,Food,Virbac,VigVC3196,0.0,10,8,2,0,0,0,
Virbac,dog,Food,Virbac,VipVC31322,0.0,34,32,2,5,0,5,Reserve Now
Virbac,dog,Food,Virbac,VipVC31326,0.0,13,11,2,0,0,0,
Virbac,dog,Food,Virbac,VipVC31328,0.0,34,30,4,2,2,4,Reserve Now
Virbac,dog,Food,Virbac,VipVC31678,0.0,17,15,2,1,0,1,Available
Virbac,dog,Food,Virbac,VipVC31681,0.0,10,9,1,1,0,1,Reserve Now
Virbac,dog,Food,Virbac,VipVC31684,0.0,7,2,5,0,0,0,
Virbac,dog,Food,Virbac,VipVC11331,0.0,7,5,2,2,0,2,Reserve Now
EnPaleta,dog,Food,Moka Treats,MoPMTA2014,0.0,90,83,7,0,0,0,
EnPaleta,dog,Food,Moka Treats,MoPMTA2015,0.0,27,24,3,1,0,1,Available
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1988,0.0,18,18,0,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1989,0.0,13,12,1,1,0,1,Reserve Now
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1987,0.0,16,14,2,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1986,0.0,12,11,1,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1991,0.0,6,4,2,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1992,0.0,7,5,2,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1990,0.0,5,4,1,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1993,0.0,6,5,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1995,0.0,6,5,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA1994,0.0,7,6,1,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1999,0.0,2,0,2,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1997,0.0,2,0,2,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1996,0.0,4,4,0,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA1998,0.0,2,1,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2003,0.0,2,1,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2002,0.0,2,2,0,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA2000,0.0,3,2,1,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA2001,0.0,2,0,2,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA2004,0.0,2,2,0,0,0,0,
Philozoo CR,dog,Accessories,Philozoo CR,PhPPZA2005,0.0,2,1,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2006,0.0,3,2,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2007,0.0,2,1,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2008,0.0,3,2,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2009,0.0,3,2,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2010,0.0,3,3,0,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2011,0.0,3,2,1,0,0,0,
IPet,dog,Accessories,IPet,JuPIPA2012,3.0,0,3,0,0,0,0,
VETIM SA,dog,Pharmacy,Bravecto,BrpBV11610,0.0,23,9,14,2,0,2,Available
VETIM SA,dog,Pharmacy,Bravecto,BrpBV11611,0.0,51,33,18,7,0,7,Available
VETIM SA,dog,Pharmacy,Bravecto,BrpBV11612,0.0,53,42,11,13,0,13,Reserve Now
VETIM SA,dog,Pharmacy,Bravecto,BrpBV11613,0.0,36,23,13,2,0,2,Available
VETIM SA,dog,Pharmacy,Bravecto,BrpBV11614,0.0,14,7,7,1,0,1,Available
VETIM SA,cat,Pharmacy,Bravecto,BrgBC12016,0.0,1,0,1,0,0,0,
VETIM SA,cat,Pharmacy,Bravecto,BrgBC12017,3.0,17,13,7,2,0,2,Available
VETIM SA,cat,Pharmacy,Bravecto,BrgBC12018,1.0,27,18,10,9,0,9,Available
IPet,dog,Higiene,IPet,DePIPA2013,3.0,0,3,0,0,0,0,
VETIM SA,dog,Food,Prescription Diet,ScpSD31482,0.0,11,8,3,1,0,1,Available
Virbac,dog and cat,Higiene,Virbac,VipVB2019,0.0,25,20,5,2,0,2,Available
Virbac,dog and cat,Higiene,Virbac,VipVB2020,0.0,21,19,2,1,0,1,Available
Virbac,dog,Higiene,Virbac,VipVB2021,2.0,23,23,2,4,1,5,Reserve Now
Virbac,dog,Higiene,Virbac,VipVB2022,4.0,23,24,3,0,1,1,Available
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2023,0.0,7,7,0,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2024,1.0,11,11,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2025,-1.0,10,9,0,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2026,0.0,6,5,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2027,0.0,9,7,2,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2028,0.0,5,3,2,2,0,2,Reserve Now
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2029,0.0,3,2,1,0,0,0,
Yanyunis,dog,Accessories,Kong,KopKG2067,0.0,2,2,0,0,0,0,
nan,,,nan,KopKG2068,0.0,3,3,0,0,0,0,
nan,,,nan,KopKG2069,0.0,3,2,1,0,0,0,
Yanyunis,dog,Accessories,Kong,KopKG2070,0.0,3,2,1,0,0,0,
nan,,,nan,KopKG2071,1.0,3,4,0,0,0,0,
Yanyunis,dog,Accessories,Kong,KopKG2072,0.0,3,2,1,0,0,0,
nan,,,nan,KopKG2073,0.0,7,7,0,0,0,0,
nan,,,nan,KopKG2074,0.0,3,3,0,0,0,0,
nan,,,nan,KopKG2075,0.0,3,3,0,0,0,0,
Yanyunis,dog,Accessories,Kong,KopKG2076,0.0,3,0,3,0,0,0,
Yanyunis,dog,Accessories,Kong,KopKG2077,0.0,5,3,2,0,0,0,
nan,,,nan,KopKG2078,0.0,3,3,0,0,0,0,
Gill bo,dog,Accessories,Gill Bo,GipGB2064,0.0,1,1,0,0,0,0,
Gill bo,dog,Accessories,Gill Bo,GipGB2065,0.0,1,0,1,0,0,0,
nan,,,nan,FopFP2079,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2080,1.0,3,4,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2081,0.0,3,2,1,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2082,0.0,3,2,1,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2083,0.0,3,0,3,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2084,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2085,0.0,3,0,3,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2086,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2088,1.0,3,4,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2087,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2089,0.0,3,1,2,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2090,1.0,3,4,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2091,0.0,3,2,1,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2092,0.0,3,2,1,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2093,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2094,0.0,3,2,1,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2095,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2096,0.0,3,0,3,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2097,0.0,3,3,0,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2098,0.0,3,0,3,0,0,0,
Petoy S.A,dog,Accessories,For FAN Pets,FopFP2099,1.0,3,4,0,0,0,0,
nan,,,nan,PACK1STCO,0.0,2,0,2,0,0,0,
IPET,cat,Accessories,IPet,PACKg1STCO,0.0,2,2,0,0,0,0,
TOBI,cat,Accessories,tobi,togTB2066,0.0,2,1,1,0,0,0,
Petoy S.A,dog,Food,Oh la la,OhpOL2100,0.0,15,11,4,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP2031,0.0,2,1,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP2032,0.0,4,3,1,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP2030,0.0,2,0,2,0,0,0,
Mundo Pet,dog,Higiene,MPets,MPpMP2033,2.0,2,4,0,0,0,0,
Mundo Pet,dog,Food,Old Prince,OlpOP2034,0.0,2,0,2,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2119,0.0,6,5,1,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2121,0.0,6,4,2,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhpPZA2120,0.0,5,4,1,0,0,0,
Natural pets,dog,Food,Natural Pets,NapNPA2113,0.0,138,125,13,5,2,7,Available
Natural pets,dog,Food,Natural Pets,NapNPA2105,0.0,231,203,28,6,0,6,Available
Natural pets,dog,Food,Natural Pets,NapNPA2114,0.0,31,29,2,0,0,0,
Natural pets,dog,Food,Natural Pets,NapNPA2106,9.0,76,81,4,9,2,11,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2111,0.0,163,154,9,7,1,8,Available
Natural pets,dog,Food,Natural Pets,NapNPA2103,0.0,309,296,13,21,4,25,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2112,2.0,210,201,11,15,1,16,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2104,-6.0,286,250,30,20,2,22,Available
Natural pets,dog,Food,Natural Pets,NapNPA2115,1.0,151,140,12,16,4,20,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2107,0.0,367,352,15,25,2,27,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2116,2.0,171,162,11,17,4,21,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2108,9.0,348,317,40,39,2,41,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2109,8.0,278,270,16,20,3,23,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2117,0.0,110,99,11,14,0,14,Reserve Now
Natural pets,dog,Food,Natural Pets,NapNPA2118,2.0,26,25,3,2,0,2,Available
Natural pets,dog,Food,Natural Pets,NapNPA2110,0.0,103,93,10,16,3,19,Reserve Now
Virbac,dog,Food,Virbac,VipVC31688,1.0,2,3,0,0,0,0,
VETIM SA,dog,Food,Prescription Diet,ScpSD31475,0.0,2,1,1,0,0,0,
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC1798,0.0,20,18,2,2,0,2,Reserve Now
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC2100,0.0,7,5,2,0,0,0,
Mundo Pet,dog,Food,Old Prince,OlpOPA18142,0.0,15,14,1,3,0,3,Reserve Now
nan,,,nan,ChpCIJ2101,1.0,0,1,0,0,0,0,
nan,,,nan,ChpCIJ2102,1.0,0,1,0,0,0,0,
nan,,,nan,WagWD51236,2.0,0,2,0,0,0,0,
Mundo Pet,dog,Accessories,MPets,MPpMP915022,0.0,0,0,0,0,0,0,
nan,,,nan,heMeHe104,0.0,7,5,2,0,0,0,
nan,,,nan,heMeHe105,0.0,1,0,1,0,0,0,
nan,,,nan,heMeHe106,0.0,3,2,1,0,0,0,
Suplidora Royal,dog,Food,Royal Canin,RopRC31407,0.0,4,3,1,1,0,1,Reserve Now
nan,,,nan,PugFXP2122,1.0,0,1,0,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiLI135,0.0,9,4,5,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiAN136,0.0,9,5,4,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiIM137,0.0,11,9,2,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiHI138,0.0,3,2,1,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiAN139,0.0,18,7,11,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiLi140,0.0,3,1,2,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiNE141,0.0,16,6,10,1,0,1,Available
Ayurveda,two,Pharmacy,Himalaya,AyHiSC142,0.0,10,4,6,0,0,0,
Ayurveda,two,Pharmacy,Himalaya,AyHiDI143,1.0,37,34,4,1,0,1,Available
nan,,,nan,PugFXP2123,1.0,0,1,0,0,0,0,
Nestle,cat,Food,Felix,PugFXP2124,1.0,10,8,3,1,0,1,Available
Nestle,cat,Food,Felix,PugFXP2125,6.0,16,15,7,2,0,2,Available
Nestle,cat,Food,Felix,PugFXP2126,13.0,14,20,7,3,0,3,Available
Nestle,cat,Food,Felix,PugFXP2127,2.0,20,15,7,2,0,2,Available
Nestle,cat,Food,Felix,PugFXP2128,1.0,22,13,10,0,0,0,
nan,,,nan,PugFXP2129,8.0,15,13,10,2,0,2,Available
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2035,6.0,17,17,6,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2036,6.0,18,24,0,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2037,7.0,4,7,4,1,0,1,Available
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2038,6.0,0,3,3,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2039,6.0,0,2,4,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2040,6.0,0,4,2,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2041,6.0,0,4,2,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2042,6.0,0,2,4,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2043,6.0,0,1,5,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2044,6.0,0,0,6,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2045,6.0,0,0,6,0,0,0,
Suplidora Royal,dog,Food,Nature's Protection,NaPNP2046,6.0,0,2,4,0,0,0,
nan,,,nan,SoAAc2131,1.0,0,1,0,0,0,0,
nan,,,nan,SoAAc2133,0.0,0,0,0,0,0,0,
nan,,,nan,SoAAc2132,0.0,0,0,0,0,0,0,
nan,,,nan,SoAAc2130,0.0,0,0,0,0,0,0,
Yanyunis,dog,Food,Grizzly Salmon Plus,GrWMew1511,0.0,17,12,5,1,0,1,Available
Suplidora Royal,cat,Accessories,Cat It,CaGCI2060,0.0,6,3,3,0,0,0,
Suplidora Royal,cat,Food,Cat It,CaGCI2061,7.0,52,49,10,6,0,6,Available
Suplidora Royal,cat,Food,Cat It,CaGCI2063,-3.0,50,28,19,9,0,9,Available
Suplidora Royal,cat,Food,Cat It,CaGCI2062,1.0,52,44,9,7,0,7,Available
Natural pets,dog,Food,Natural Pets,NaAAl21171,0.0,25,24,1,2,0,2,Reserve Now
Petgüel,dog,Food,Petgüel,PeAMi2134,3.0,3,6,0,0,0,0,
Petgüel,dog,Food,Petgüel,PeAMi2135,6.0,2,8,0,0,0,0,
Petgüel,dog,Food,Petgüel,PeAMi2136,8.0,5,13,0,0,0,0,
Petgüel,dog,Food,Petgüel,PeAMi2137,7.0,1,8,0,0,0,0,
Nestle,cat,Food,Felix,PugFX475,0.0,84,45,39,21,0,21,Available
nan,,,nan,PugPP2187,0.0,4,2,2,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP2188,2.0,6,7,1,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC31377,0.0,4,2,2,0,0,0,
nan,,,nan,SopAc2130,1.0,0,1,0,0,0,0,
nan,,,nan,SopAc2132,0.0,0,0,0,0,0,0,
nan,,,nan,SopAc2133,0.0,0,0,0,0,0,0,
nan,,,nan,SopAc2131,0.0,0,0,0,0,0,0,
VETIM SA,cat,Food,Science Diet,Scgsm2138,0.0,15,10,5,2,0,2,Available
VETIM SA,dog,Pharmacy,NutraProK10,Nupme2139,60.0,0,52,8,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2047,2.0,6,2,6,1,0,1,Available
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2048,0.0,7,2,5,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2049,0.0,6,3,3,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2050,0.0,10,8,2,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2051,0.0,7,3,4,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2053,0.0,8,5,3,0,0,0,
Suplidora Royal,cat,Higiene,Easygroom,EaGEG2054,0.0,7,3,4,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2056,1.0,9,10,0,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2057,0.0,11,8,3,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2058,-1.0,9,7,1,0,0,0,
Suplidora Royal,dog,Higiene,Easygroom,EaPEG2059,0.0,6,4,2,1,0,1,Available
Suplidora Royal,dog,Higiene,Mr. Aton,MrPMA2052,0.0,9,8,1,0,0,0,
Suplidora Royal,dog,Higiene,Mr. Aton,MrPMA2055,0.0,6,5,1,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2141,14.0,200,214,0,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2142,0.0,17,11,6,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2144,0.0,10,3,7,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2145,0.0,10,7,3,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2146,0.0,30,29,1,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2148,0.0,49,42,7,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2149,0.0,30,5,25,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2150,0.0,3,1,2,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2151,0.0,3,2,1,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2152,0.0,14,7,7,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2153,0.0,30,0,30,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2154,0.0,3,2,1,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2155,0.0,3,0,3,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2156,0.0,6,2,4,2,0,2,Available
nan,,,nan,LidMe2158,0.0,3,2,1,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2159,0.0,5,2,3,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2160,0.0,3,0,3,0,0,0,
Corpeco,two,Pharmacy,Lisan,LidMe2161,0.0,30,0,30,0,0,0,
Corpeco,two,Pharmacy,Zoetis,ZodMe2164,0.0,60,27,33,0,0,0,
Corpeco,two,Pharmacy,Zoetis,ZodMe2162,0.0,40,10,30,0,0,0,
Corpeco,two,Pharmacy,Zoetis,ZodMe2163,0.0,100,93,7,0,0,0,
Monteco,two,Pharmacy,Petmedica,PedMe2165,0.0,150,90,60,0,0,0,
Monteco,dog,Pharmacy,Holliday,HopMe2166,0.0,3,1,2,0,0,0,
Monteco,two,Pharmacy,Holliday,HodMe2167,0.0,3,0,3,0,0,0,
Natural pets,cat,Food,Natural Pets,NagNP2191,0.0,9,4,5,0,0,0,
Natural pets,cat,Food,Natural Pets,NagNP2189,20.0,57,74,3,5,0,5,Reserve Now
Natural pets,cat,Food,Natural Pets,NagNP2192,0.0,7,4,3,0,1,1,Available
Natural pets,cat,Food,Natural Pets,NagNP2190,6.0,45,49,2,6,0,6,Reserve Now
Monteco,two,Pharmacy,Holliday,HodMe2168,0.0,12,3,9,0,0,0,
Monteco,two,Pharmacy,Holliday,HodMe2169,0.0,12,2,10,0,0,0,
Monteco,two,Pharmacy,Holliday,HodMe2170,0.0,6,2,4,1,0,1,Available
Monteco,two,Pharmacy,Holliday,HodMe2171,0.0,6,4,2,1,0,1,Available
Monteco,two,Pharmacy,Holliday,HodMe2172,0.0,30,17,13,0,0,0,
Monteco,two,Pharmacy,Holliday,HodMe2173,1.0,12,5,8,0,0,0,
VETIM SA,cat,Pharmacy,Viyo,VigMe2184,0.0,6,2,4,0,0,0,
VETIM SA,dog,Pharmacy,Viyo,VipMe2185,0.0,9,9,0,0,0,0,
VETIM SA,dog,Pharmacy,Viyo,VipMe2182,0.0,42,21,21,5,0,5,Available
VETIM SA,cat,Pharmacy,Viyo,VigMe2183,7.0,35,10,32,3,0,3,Available
PetAppetit,two,Food,PetAppetit,PedPA2193,6.0,0,6,0,0,0,0,
Corpeco,two,Pharmacy,Calox,CadMe2147,0.0,300,54,246,17,0,17,Available
Petgüel,dog,Food,Petgüel,PeAMi2134P,4.0,8,12,0,0,0,0,
Petgüel,dog,Food,Petgüel,PeAMi2135P,5.0,10,15,0,0,0,0,
Petgüel,dog,Food,Petgüel,PeAMi2136P,7.0,6,13,0,2,0,2,Reserve Now
Suplidora Royal,cat,Food,Royal Canin,RogRC31271,0.0,1,1,0,0,0,0,
VETIM SA,cat,Food,Science Diet,ScgSDd2198,0.0,18,15,3,1,0,1,Available
VETIM SA,dog,Food,Science Diet,ScpSD31549,0.0,5,3,2,0,0,0,
VETIM SA,dog,Food,Science Diet,ScpSDd2197,0.0,12,9,3,0,0,0,
VETIM SA,dog,Food,Science Diet,ScpSDW2200,0.0,106,54,52,2,0,2,Available
VETIM SA,dog,Food,Science Diet,ScpSDW2199,0.0,84,61,23,0,0,0,
Mundo Pet,dog,Food,Monge Vet Solution,MopMVW2195,2.0,69,58,13,0,0,0,
Mundo Pet,cat,Food,Monge Vet Solution,MogMVW2194,0.0,13,7,6,0,0,0,
Mundo Pet,cat,Food,Monge Vet Solution,MogMVW2196,0.0,23,13,10,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhdPZ2201,1.0,2,2,1,1,0,1,Reserve Now
Philozoo CR,two,Accessories,Philozoo CR,PhdPZ2203,0.0,8,5,3,0,0,0,
Philozoo CR,two,Accessories,Philozoo CR,PhdPZ2202,0.0,6,5,1,0,0,0,
Virbac,cat,Food,Virbac,VigMed2186,0.0,13,11,2,1,0,1,Available
Nestle,cat,Food,Felix,PugFXW2204,0.0,30,15,15,5,0,5,Available
Suplidora Royal,dog,Food,Royal Canin,RopRC31288,0.0,2,2,0,0,0,0,
Suplidora Royal,dog,Food,Royal Canin,RopRC31421,0.0,4,4,0,0,0,0,
Yanyunis,dog,Food,Diamond Care,DipDc2194,0.0,2,1,1,0,0,0,
Yanyunis,dog,Food,Diamond Care,DipDc3195,0.0,5,2,3,1,0,1,Available
Yanyunis,cat,Food,Diamond Naturals,DigDN3201,0.0,7,4,3,1,0,1,Available
Yanyunis,dog,Food,Diamond Naturals,DipDN2205,6.0,30,36,0,0,0,0,
Corpeco,two,Pharmacy,Calox,CadCX2206,,1,1,0,0,0,0,
Vets & Pets,dog,Food,Vet Life,VepVL22211,0.0,2,0,2,0,0,0,
Virbac,cat,Food,Virbac,VigVC3772,0.0,6,2,4,0,0,0,
Vets & Pets,dog,Food,Vet Life,VepVL22212,0.0,14,12,2,3,0,3,Reserve Now
Virbac,dog,Food,Virbac,VipVC11325,0.0,5,4,1,1,0,1,Reserve Now
Virbac,dog,Food,Virbac,VipVC31324,0.0,2,0,2,0,0,0,
Vets & Pets,dog,Food,Vet Life,VepVL22213,0.0,16,9,7,2,0,2,Available
Vets & Pets,dog,Food,Vet Life,VepVL22214,0.0,5,2,3,0,0,0,
Vets & Pets,cat,Food,Vet Life,VegVL22215,0.0,27,13,14,0,0,0,
Virbac,dog,Food,Virbac,VipVC21685,0.0,7,6,1,1,0,1,Reserve Now
Vets & Pets,cat,Food,Vet Life,VegVL22216,0.0,8,6,2,2,0,2,Reserve Now
Virbac,cat,Food,Virbac,VigVC3193,0.0,12,10,2,2,0,2,Reserve Now
Vets & Pets,cat,Food,Vet Life,VegVL22217,0.0,5,1,4,1,0,1,Available
